,uuid,frameVersion,setCode,isOnlineOnly,isTextless,keywords,name,text,type,rules,leaked_names,has_leakage
4374,1f7c39ba-1c25-58cd-84e4-4cee4029142b,2015,WOC,False,False,Enchant,Angelic Destiny,"Enchant creature
Enchanted creature gets +4/+4, has flying and first strike, and is an Angel in addition to its other types.
When enchanted creature dies, return this card to its owner's hand.",Enchantment — Aura,"If the creature dies before the Angelic Destiny spell resolves, Angelic Destiny will go to its owner's graveyard. It won't return to its owner's hand.If Angelic Destiny is no longer in a graveyard when its triggered ability resolves, it won't be returned to its owner's hand.",[],False
4388,5190a542-c403-5e2e-bd39-1a556db2b0d5,2015,LTC,False,False,"Fight, Formidable",Gimli's Reckless Might,"Creatures you control have haste.
Formidable — Whenever you attack, if creatures you control have total power 8 or greater, target attacking creature you control fights up to one target creature you don't control.",Enchantment,"Gimli's Reckless Might's formidable ability checks the total power of creatures you control twice: once at the appropriate time to see if the ability will trigger, and again as the ability tries to resolve. If, at that time, the total power of creatures you control is no longer 8 or greater, the ability will have no effect.",[],False
4392,3a98f086-93c3-5613-b1d8-c7d93aa7fca9,2015,PONE,False,False,,"Mondrak, Glory Dominus","If one or more tokens would be created under your control, twice that many of those tokens are created instead.
{1}{W/P}{W/P}, Sacrifice two other artifacts and/or creatures: Put an indestructible counter on Mondrak. ({W/P} can be paid with either {W} or 2 life.)",Legendary Creature — Phyrexian Horror,"Everything that is specified by the effect creating the original token or tokens will also be true about the additional token or tokens created by Mondrak's replacement effect. For example, if an effect tells you to create a token ""tapped and attacking,"" the additional tokens will also be tapped and attacking. Similarly, if an effect creates a token and puts counters on it (such as a Fractal token) the additional token will also get those counters.",[],False
4409,57b98786-dd10-52b7-bf08-72bad5ca6d36,2015,CLU,False,False,"Vigilance, Trample",Commander Mustard,"Vigilance
Other Soldiers you control have vigilance, trample, and haste.
{2}{R}{W}: Until end of turn, Soldiers you control gain ""Whenever this creature attacks, it deals 1 damage to defending player.""",Legendary Creature — Human Soldier,"Activating Commander Mustard's last ability multiple times will cause Soldiers you control to gain multiple instances of the triggered ability. For example, if you activate Commander Mustard's last ability twice and then attack with Commander Mustard, it will have two instances of the triggered ability. Both will trigger, and the defending player will take 2 damage.",[],False
4426,9b807668-b443-54ef-92e7-a59465350e43,2015,CMM,False,False,Encore,Sliver Gravemother,"The ""legend rule"" doesn't apply to Slivers you control.
Each Sliver creature card in your graveyard has encore {X}, where X is its mana value.
Encore {5} ({5}, Exile this card from your graveyard: For each opponent, create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)",Legendary Creature — Sliver,"The ""legend rule"" is the rule that states that if a player controls two or more legendary permanents with the same name, that player chooses one of them, and the rest are put into their owners' graveyards.While the ""legend rule"" doesn't apply to Slivers you control, you can control any number of legendary Slivers with the same name and none of them will be put into the graveyard.If you control more than one legendary Sliver with the same name and the ""legend rule"" begins applying to them again (perhaps because Sliver Gravemother leaves the battlefield) you'll immediately have to comply with the rule and put all but one of those Slivers into the graveyard.",[],False
4429,15714ad7-584b-53f1-8ead-2f064dc5ed4c,2015,LTR,False,False,Vigilance,"Boromir, Warden of the Tower","Vigilance
Whenever an opponent casts a spell, if no mana was spent to cast it, counter that spell.
Sacrifice Boromir: Creatures you control gain indestructible until end of turn. The Ring tempts you.",Legendary Creature — Human Soldier,"If a spell is cast with an alternative cost that includes mana (such as flashback), Boromir's second ability won't trigger and won't counter that spell. Similarly, if a spell is cast without paying its mana cost, but the player did pay mana for additional costs such as from kicker or from Thorn of Amethyst, Boromir's second ability won't trigger and won't counter that spell.Players may cast spells that they know Boromir, Warden of the Tower will counter. Any abilities that trigger when spells are cast will still trigger and resolve if appropriate, and any effects that count how many spells are cast will still count those spells if appropriate.",[],False
4437,b6027553-fa5c-5f34-b841-64ec483fac45,2015,J22,False,False,Cycling,Startling Development,"Until end of turn, target creature becomes a blue Serpent with base power and toughness 4/4.
Cycling {1} ({1}, Discard this card: Draw a card.)",Instant,"Effects that modify the affected creature’s power or toughness without setting it will apply no matter when they started to take effect. The same is true for counters that change the creature’s power or toughness.Startling Development overwrites all previous effects that set the affected creatures’ color, creature types, power, and/or toughness to specific values. Other effects that set these characteristics to specific values that start to apply after Startling Development resolves will overwrite that part of the effect.The affected creature doesn’t lose any abilities when it becomes a Serpent.Because damage remains marked on a creature until the damage is removed as the turn ends, nonlethal damage dealt to the target creature may become lethal once its base toughness becomes 4.",[],False
4456,0cef1748-0d04-5e48-b27a-3d546e733a64,2015,SIR,True,False,"Investigate, Mill",Fleeting Memories,"When this enchantment enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you sacrifice a Clue, target player mills three cards.",Enchantment,"If you sacrifice a Clue to pay the cost of a spell or ability, Fleeting Memories's second ability will resolve before that spell or ability.",[],False
4464,e2cdb646-f4f8-5a49-a12c-d1a34db442dd,2015,PIP,False,False,Blind Betrayal,Elder Arthur Maxson,"Creature tokens you control have training. (Whenever a creature token you control attacks with another creature with greater power, put a +1/+1 counter on that token.)
Blind Betrayal — Sacrifice another creature: Elder Arthur Maxson gains indestructible until end of turn.",Legendary Creature — Human Knight,"A creature’s training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature’s power after attackers are declared won’t cause a training ability to trigger.Once a creature’s training ability has triggered, destroying the other attacking creature or reducing its power won’t stop the creature with training from getting a +1/+1 counter.",[],False
4474,dd4920cd-d411-515c-84c9-bf5d3e35641a,2015,WHO,False,False,,The First Doctor,"When The First Doctor enters, search your library and/or graveyard for a card named TARDIS, reveal it, and put it into your hand. If you search your library this way, shuffle.
Whenever you cast a spell with cascade, put a +1/+1 counter on target artifact or creature.",Legendary Creature — Time Lord Doctor,You choose the target for The First Doctor's last ability before revealing any cards for cascade.,[],False
4489,88494e55-ec96-50fc-9c28-47057efa0da8,2015,WOE,False,False,,Galvanic Giant // Storm Reading,"Draw four cards, then discard two cards. (Then exile this card. You may cast the creature later from exile.)",Instant — Adventure,"You may choose a creature that's already tapped as the target of Galvanic Giant's ability. If the target creature is already tapped as it resolves, you will still put a stun counter on it.",[],False
